ID	[ADD CALENDAR ID HERE]
Name	StartTime	EndTime	TimeZone	Location	Description	MoreDetails	IsScheduled
Operationalize Machine Learning for Real Impact (Cisco) (Repeat)	Friday, October 4, 2019 10:00 AM	Friday, October 4, 2019 10:15 AM	UTC-4	Technology Showcase Theater, OCCC Expo Hall WB4	Start Date: Friday, October 4, 2019 | Start Time: 10:00 AM | End Time: 10:15 AM | Location: Technology Showcase Theater, OCCC Expo Hall WB4	Only a small set of companies have been able to take their Machine Learning effort from 'Science Experiments' to real deployment that drives tangible impact, despite all the attention and investment. Why? And how to prevent that? Come to this session to learn about the key challenges companies facing in operationalizing ML and the solutions. In addition, the speaker will also share some real use case examples.	N
Information Session on AnitaB.org Membership Program	Friday, October 4, 2019 10:00 AM	Friday, October 4, 2019 11:00 AM	UTC-4	OCCC W307D	Audience Level: All | Track: Special Session | Start Date: Friday, October 4, 2019 | Start Time: 10:00 AM | End Time: 11:00 AM | Location: OCCC W307D	Help shape the future of membership in AnitaB.org at this interactive brainstorming session.  Complimentary membership for all attendees.	N
CR218: Restricted Stock Units: Make the Most of Yours	Friday, October 4, 2019 10:00 AM	Friday, October 4, 2019 10:30 AM	UTC-4	Hyatt Regency Ballroom O	Audience Level: Early Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 10:00 AM | End Time: 10:30 AM | Location: Hyatt Regency Ballroom O | Speakers: Meg Bartelt	Do you have Restricted Stock Units (RSUs) from your company, or have you received a job offer that includes them? Do you want to know how much they're worth, how they work, and what to do with yours? This talk will explain how they work, in public and private companies, provide a framework for making the best decisions with the RSUs you have or could negotiate for, and call out common mistakes.	N
AC106: Flowing, Not Forcing: Finding and Maintaining Authenticity as Black Women in Academia	Friday, October 4, 2019 10:15 AM	Friday, October 4, 2019 11:15 AM	UTC-4	Hyatt Regency Ballroom Q	Audience Level: All | Track: Academic | Start Date: Friday, October 4, 2019 | Start Time: 10:15 AM | End Time: 11:15 AM | Location: Hyatt Regency Ballroom Q | Speakers: Jamika D Burge, Brandeis Marshall, Shaundra Daily, Khalia Braswell, Alicia Nicki Washington	"Navigating the intersection of race and gender can be difficult for Black women in academia, especially when the lack of representation and proper support forces many to ""learn on the fly."" This panel convenes Black women in diverse faculty positions to discuss experiences, considerations, balancing expectations with authenticity, and identifying when institution or career changes are necessary."	N
CR123: Career Changers: Pros and Cons of Starting Over	Friday, October 4, 2019 10:30 AM	Friday, October 4, 2019 11:00 AM	UTC-4	Hyatt Plaza International Ballroom H	Audience Level: All | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Friday, October 4, 2019 | Start Time: 10:30 AM | End Time: 11:00 AM | Location: Hyatt Plaza International Ballroom H | Speakers: Josefina Lenis, Emma Baddeley	With the boom of coding bootcamps and the availability of material claiming that anyone can be a self-taught dev, it is increasingly common to see fresh devs of all ages and backgrounds. But what happens next?  Are skills from other fields transferable to the tech sector? Is it true that anyone can code? We'll go through the pros and cons of starting over by answering those questions.	N
CR324: Improvise! The Art of Leadership	Friday, October 4, 2019 10:30 AM	Friday, October 4, 2019 11:30 AM	UTC-4	Hyatt Regency Ballroom R	Audience Level: Mid-Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 10:30 AM | End Time: 11:30 AM | Location: Hyatt Regency Ballroom R | Speakers: Maureen Kelly, Nadia Rivero	If leadership is an art, how do you want to grow as an artist?  Leveraging the powerful principles of improvisation, this engaging and interactive workshop introduces a new, creative way for leaders at all levels to amplify their impact. Learn to bring greater creativity and intention to how you listen, interact, and build relationships at work. You'll gain skills and courage - and have some fun!	N
DS624: CLICK ME! Predicting Spam and Other Cyber Attacks Using Seasonal Time Series Data	Friday, October 4, 2019 10:30 AM	Friday, October 4, 2019 11:00 AM	UTC-4	OCCC W311F	Audience Level: Intermediate | Track: Data Science | Focus Area: Novel Applications, Use Cases, and Lessons Learned | Start Date: Friday, October 4, 2019 | Start Time: 10:30 AM | End Time: 11:00 AM | Location: OCCC W311F | Speakers: Kimberly Holmgren	Predicting attacks before they occur is at the frontier of cybersecurity. Historical data can be used to model an attacker's pattern of life to predict timing of future events. In this talk, I will describe a novel algorithm developed to fit seasonal, inhomogeneous models. I will show its performance relative to standard time series fitting methods and discuss other applications of the algorithm.	N
Amazon and the Future of Accessible Technology (Repeat)	Friday, October 4, 2019 10:30 AM	Friday, October 4, 2019 10:45 AM	UTC-4	Technology Showcase Theater, OCCC Expo Hall WB4	Start Date: Friday, October 4, 2019 | Start Time: 10:30 AM | End Time: 10:45 AM | Location: Technology Showcase Theater, OCCC Expo Hall WB4	At Amazon, the future of tech is accessible, flexible, and inclusive.  Join us to learn more about accessible technologies, and our work with groups like Deaf Kids Code and the AWS We Power Tech program, who are paving the way to this future, through technology, partnerships, and outreach.	N
SP509: CYA (Cover Your A$$ets):  Protecting Your Hard-Earned Money in the Cloud	Friday, October 4, 2019 10:30 AM	Friday, October 4, 2019 11:30 AM	UTC-4	OCCC W415D	Audience Level: Beginning | Track: Security/Privacy | Focus Area: Data Security, Privacy and AI | Start Date: Friday, October 4, 2019 | Start Time: 10:30 AM | End Time: 11:30 AM | Location: OCCC W415D | Speakers: Sara Elinson, Luan Cox, Allison Gorman Nachtigal, Brooke Noelke, Rachael Sherman	"Stuffing money under your mattress seems appealing given the countless news stories about data breaches, cyber incidents, and fraud.  The cloud opens a world of convenience and access - but, can we trust the security of the technology?Leaders from financial services, FinTech, security vendors and Public Cloud providers will discuss the challenges of protecting your assets in ""The Cloud."""	N
TM131: Women in Mobile Development	Friday, October 4, 2019 10:30 AM	Friday, October 4, 2019 11:15 AM	UTC-4	OCCC W202B	Audience Level: All | Track: Tech Meetups | Focus Area: General Topics | Start Date: Friday, October 4, 2019 | Start Time: 10:30 AM | End Time: 11:15 AM | Location: OCCC W202B | Speakers: Kayla Kasprak	Mobile app development teams are usually pretty small, so this is the perfect opportunity to expand your network and meet other iOS and Android developers! All skill levels welcome. We'll talk about how to get started, our varied experiences in industry, best practices, favorite architecture patterns, testing frameworks, finding support in the community, and more.	N
Abie Award Series:  5 Reasons to Work at a Startup (Panel)	Friday, October 4, 2019 10:30 AM	Friday, October 4, 2019 11:30 AM	UTC-4	OCCC W300	Track: Abie Award Series | Start Date: Friday, October 4, 2019 | Start Time: 10:30 AM | End Time: 11:30 AM | Location: OCCC W300 | Speakers: Holly Liu, Tammy Sun, Cadran Cowansage, Liz Wessel, Avni Patel Thompson		N
CR108: #WhatWouldChadDo: Negotiate, Navigate, and Neutralize Situations	Friday, October 4, 2019 10:45 AM	Friday, October 4, 2019 11:45 AM	UTC-4	Hyatt Regency Ballroom S	Audience Level: All | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Friday, October 4, 2019 | Start Time: 10:45 AM | End Time: 11:45 AM | Location: Hyatt Regency Ballroom S | Speakers: Cynthia Tee, Tammarrian Rogers, Nicholas Peddy, Melody Biringer	"Studies show women tend to follow the rules more closely than men, do not push for salary increases at the same rate as men, and underestimate the value of networking to get ahead. This panel shares how women can negotiate and navigate with more confidence, and how we can encourage women to ask for more. Let's take a page out of our male colleagues' playbook and ask ourselves ""#WhatWouldChadDo?"""	N
Becoming An Influential Female Leader In Technology	Friday, October 4, 2019 10:45 AM	Friday, October 4, 2019 11:30 AM	UTC-4	OCCC Chapin Theater (Lvl 3)	Audience Level: All | Track: Featured Session | Start Date: Friday, October 4, 2019 | Start Time: 10:45 AM | End Time: 11:30 AM | Location: OCCC Chapin Theater (Lvl 3) | Speakers: Jessica Naziri	Now is the time for women to break into tech. At the same time it's no secret that women don't have the easiest path. They're underrepresented, often treated differently than their male peers and receive pushback if they speak up about the issues they face. As a female in tech, mother and rising entrepreneur, I want to talk how we can build next generation of female leaders in the tech industry.	N
CR237: Job Crafting 101:  Simple Steps to Creating Your Best Career	Friday, October 4, 2019 10:45 AM	Friday, October 4, 2019 11:45 AM	UTC-4	Hyatt Orlando Ballroom L	Audience Level: Student | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 10:45 AM | End Time: 11:45 AM | Location: Hyatt Orlando Ballroom L | Speakers: Sierra Reid, Vikki Mueller Espinosa	Wondering what's next and how you can bring more joy, meaning, and value to your work? Need ideas on how to reinvigorate you career? In this interactive workshop, you will reframe some of your work tasks and gain ideas and insight from other attendees using three job crafting techniques. These new skills will empower you in your work ensuring a better fit with your values, strengths, and passions.	N
OS536: How to Apply an Open Source Development Model to your Project	Friday, October 4, 2019 10:45 AM	Friday, October 4, 2019 11:15 AM	UTC-4	OCCC W224D	Audience Level: Beginning | Track: Open Source | Start Date: Friday, October 4, 2019 | Start Time: 10:45 AM | End Time: 11:15 AM | Location: OCCC W224D | Speakers: Gina Doyle, Christie Molloy	Open source processes have had a significant impact on technology over the past decade. This presentation will focus on applying the Open Source Development Model to any software project. It will cover how PatternFly, Red Hat's open interface project, uses open source principles throughout the stages of its life cycle. Finally, it will highlight the benefits of the open source community.	N
AZ663: Product Design Principles in the Age of AI	Friday, October 4, 2019 10:45 AM	Friday, October 4, 2019 11:15 AM	UTC-4	OCCC W222B	Audience Level: Intermediate | Track: Products A to Z | Focus Area: Product Development | Start Date: Friday, October 4, 2019 | Start Time: 10:45 AM | End Time: 11:15 AM | Location: OCCC W222B | Speakers: Maggie McKosky	AI-powered technology is changing the way customers interact with products, and ultimately changing design flows and interfaces. As a result, the principles of product design are evolving also. This talk details how product designers can adapt and apply product design principles to successfully incorporate AI technology into products.	N
ET709: Quantum Hardness of Learning Shallow Circuits	Friday, October 4, 2019 10:45 AM	Friday, October 4, 2019 11:15 AM	UTC-4	OCCC W314A	Audience Level: Advanced | Track: Emerging Technology | Focus Area: Quantum Computing | Start Date: Friday, October 4, 2019 | Start Time: 10:45 AM | End Time: 11:15 AM | Location: OCCC W314A | Speakers: Aarthi Sundaram	"We study the quantum learnability of shallow classical circuits by connecting quantum learning to quantum-secure pseudo-random functions. We show that if Learning with Errors is quantum-hard, then there is no efficient quantum learner for constant-depth polynomial-sized circuits (including a class of neural nets). This resolves one of Aaronson's ""Ten Semi-Grand Challenges for Quantum Computing""."	N
VR681: Advances in Augmented Reality: Innovative Applications using HoloLens2	Friday, October 4, 2019 10:45 AM	Friday, October 4, 2019 11:15 AM	UTC-4	OCCC W415A	Audience Level: Intermediate | Track: Virtual, Augmented, and Mixed Reality | Focus Area: Designing and Developing AR/VR/MR | Start Date: Friday, October 4, 2019 | Start Time: 10:45 AM | End Time: 11:15 AM | Location: OCCC W415A | Speakers: Pragnya Maduskar	With recent growth in wearable Augmented Reality (AR) devices, industries are exploring ways to harness its power. This talk will discuss utilizing AR advances using HoloLens2 to incorporate intuitive interaction models (hand/eye tracking), using cloud for compute and AI (Azure remote rendering service, cognitive services) and create collaborative real-time experiences with Azure spatial anchors.	N
CR128: Been Called Emotional or Aggressive? Take it as a Compliment!	Friday, October 4, 2019 11:00 AM	Friday, October 4, 2019 11:30 AM	UTC-4	Hyatt Regency Ballroom V	Audience Level: All | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Friday, October 4, 2019 | Start Time: 11:00 AM | End Time: 11:30 AM | Location: Hyatt Regency Ballroom V | Speakers: Amy Kalokerinos	How being emotional and/or aggressive, the two words you were told to never be, can give you an edge amongst men in tech. Higher emotional intelligence and tenacity have been shown to be more effective toward achieving success in the workplace and in entrepreneurship. When utilized correctly, it's an unstoppable combination. The only challenge now? Getting around the bias that surrounds both.	N
CR231: Bringing the Authentic Self: A Catalyst for Resilience	Friday, October 4, 2019 11:00 AM	Friday, October 4, 2019 11:30 AM	UTC-4	Hyatt Regency Ballroom O	Audience Level: Early Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 11:00 AM | End Time: 11:30 AM | Location: Hyatt Regency Ballroom O | Speakers: Krissa Santos	How does rejecting your authentic self affect your resilience at work? With women being one of the most pressured and underrepresented groups to leave aspects of themselves from work, we will examine the effects of rejecting the authentic self and its relation to resilience and self-care.	N
Your Tech for the World’s Table (John Deere) (Repeat)	Friday, October 4, 2019 11:00 AM	Friday, October 4, 2019 11:15 AM	UTC-4	Technology Showcase Theater, OCCC Expo Hall WB4	Start Date: Friday, October 4, 2019 | Start Time: 11:00 AM | End Time: 11:15 AM | Location: Technology Showcase Theater, OCCC Expo Hall WB4	Your technology expertise is critical to a future with enough food for the world’s table. The world’s population is predicted to grow to 9.8 billion by 2050 and food production must increase 70% to feed the additional 2.5 billion people. Innovative thinking and high-tech expertise fostered in an inclusive environment passionate about helping the world is the key to developing the John Deere machine intelligence that enables farmers to feed the world.	N
SE692: Fast and Fearless: Shift Left in Automated Testing	Friday, October 4, 2019 11:00 AM	Friday, October 4, 2019 12:00 PM	UTC-4	OCCC WF4	Audience Level: Intermediate | Track: Software Engineering | Focus Area: Continuous Integration, Agile Methodologies, Testing, and Automation | Start Date: Friday, October 4, 2019 | Start Time: 11:00 AM | End Time: 12:00 PM | Location: OCCC WF4 | Speakers: Sangy Santharam, Sree Dasari	Traditional testing methods isolate development and testing, making it a phased approach with long cycles. We want to enable development teams to deliver fast, frequent and fearless releases to customers. This workshop will cover the strategies and approaches using open source to make testing a continuous process and detect defects early in the delivery pipeline, enabling developer speed.	N
CS685: How to Do AI with Things That Fly	Friday, October 4, 2019 11:00 AM	Friday, October 4, 2019 12:00 PM	UTC-4	OCCC W415B	Audience Level: Intermediate | Track: Computer Systems Engineering | Focus Area: Emerging Platforms and Applications of CSE | Start Date: Friday, October 4, 2019 | Start Time: 11:00 AM | End Time: 12:00 PM | Location: OCCC W415B | Speakers: Brenda Zhuang, Anoush Najarian, P.J. Boardman	What's your favorite superpower? Ours is making things fly! We will do hands-on exercises using models to simulate a drone and AI to help it learn to fly on its own. Our goal is to get you excited about the engineering challenges and applications of deep learning and AI, and to set you up for success with maker projects and competitions after the conference. Bring your laptop!	N
TW555: Engineers Talk Periods: Launching Female Health Tracking at Fitbit	Friday, October 4, 2019 11:00 AM	Friday, October 4, 2019 11:30 AM	UTC-4	OCCC W315B	Audience Level: Beginning | Track: Tech for Women | Focus Area: Inclusive Design | Start Date: Friday, October 4, 2019 | Start Time: 11:00 AM | End Time: 11:30 AM | Location: OCCC W315B | Speakers: Jennifer Mellor	The taboo around menstrual cycles is changing, but what's an engineer to do? Build period tracking into a mainstream health and fitness app! We'll discuss the successes and challenges the team faced. From getting comfortable saying the words period and ovulation on a mixed gender team, to typing up birth control options, to shipping: creating tech for women is empowering for our users and for us.	N
How to Have a Successful GHC 20 CFP Submission	Friday, October 4, 2019 11:00 AM	Friday, October 4, 2019 12:00 PM	UTC-4	OCCC W224A	Audience Level: All | Track: Special Session | Start Date: Friday, October 4, 2019 | Start Time: 11:00 AM | End Time: 12:00 PM | Location: OCCC W224A | Speakers: Jamika D Burge, Jeni Panhorst, Vidya Srinivasan, Sheila Tejada	Join GHC conference leaders as they give you the behind-the-scenes hints, tips and best practices for getting your session, workshop or presentation accepted at GHC 2020.	N
ET565: Introduction to Quantum Computing with Grover's Search	Friday, October 4, 2019 11:15 AM	Friday, October 4, 2019 12:15 PM	UTC-4	OCCC W308D	Audience Level: Beginning | Track: Emerging Technology | Focus Area: Quantum Computing | Start Date: Friday, October 4, 2019 | Start Time: 11:15 AM | End Time: 12:15 PM | Location: OCCC W308D | Speakers: Mariia Mykhailova, Megan Brown	Quantum computing harnesses the laws of nature to enable new types of algorithms, impossible on traditional computers.In this hands-on quantum programming workshop you will learn one of the core quantum algorithms - Grover's search. You will implement it in Q# and see how it enables a quadratic speedup for search problems.Please bring a laptop. Find the materials at aka.ms/GHC19-GroverSearch.	N
CS620: Living in a 5G ERA: Smart Cars, Smart Cities and AI	Friday, October 4, 2019 11:15 AM	Friday, October 4, 2019 11:45 AM	UTC-4	OCCC W304G	Audience Level: Intermediate | Track: Computer Systems Engineering | Focus Area: Emerging Platforms and Applications of CSE | Start Date: Friday, October 4, 2019 | Start Time: 11:15 AM | End Time: 11:45 AM | Location: OCCC W304G | Speakers: Damilola Apatira	4G wireless network was a defining step in telecom, paving the way for mobile phones users to watch events such as the Olympics in real time. Now 4G, has reached an inflection point that can no longer support the growing data demands from new industry verticals. This workshop dives into what is 5G, its potential applications and its importance as a building block for the future of computing.	N
CR230: Eat the Feedback: How to Effectively Receive Feedback from Your Teammates	Friday, October 4, 2019 11:15 AM	Friday, October 4, 2019 11:45 AM	UTC-4	Hyatt Plaza International Ballroom G	Audience Level: Early Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 11:15 AM | End Time: 11:45 AM | Location: Hyatt Plaza International Ballroom G | Speakers: Rachel Fenn	Does getting constructive feedback make you feel a little queasy? Would you love to become someone that accepts feedback gracefully, learns from it quickly, and builds stronger relationships through the process? This presentation will help you determine if you could take feedback better, provide skills for accepting feedback in the moment, and give you tools for turning feedback into change!	N
AI612: How to Train Your Robot with Deep Reinforcement Learning	Friday, October 4, 2019 11:30 AM	Friday, October 4, 2019 12:00 PM	UTC-4	OCCC W304C	Audience Level: Intermediate | Track: Artificial Intelligence | Focus Area: Robots and Engineering | Start Date: Friday, October 4, 2019 | Start Time: 11:30 AM | End Time: 12:00 PM | Location: OCCC W304C | Speakers: Mary Ann Freeman	Reinforcement learning is revolutionizing how we train robots to do tasks. If you learned how to do AI through deep learning projects and would like to apply AI to working with robots, this talk is for you! You will hear about controls algorithms, then learn how to generate simulation data and help robots learn complex tasks like walking using deep reinforcement learning.	N
OS571: Building Your First Chrome Extension	Friday, October 4, 2019 11:30 AM	Friday, October 4, 2019 12:30 PM	UTC-4	OCCC W230C	Audience Level: Beginning | Track: Open Source | Start Date: Friday, October 4, 2019 | Start Time: 11:30 AM | End Time: 12:30 PM | Location: OCCC W230C | Speakers: Zoe Sobin, Anna Kutch	In this hands-on and technical workshop, you'll learn the basics of creating Chrome themes and extensions. You'll create a working theme and extension that you can share with friends or continue building on your own. Most importantly, you'll learn how to debug your extension and how to use developer tools to gain insight into the inner workings of the extensions that you're currently using.	N
DS630: Enhancing Incident Management through Predictive Analysis	Friday, October 4, 2019 11:30 AM	Friday, October 4, 2019 12:00 PM	UTC-4	OCCC W311F	Audience Level: Intermediate | Track: Data Science | Focus Area: Novel Applications, Use Cases, and Lessons Learned | Start Date: Friday, October 4, 2019 | Start Time: 11:30 AM | End Time: 12:00 PM | Location: OCCC W311F | Speakers: Poornima Rallabhandi, Shobha Subramanian	For any enterprise, ensuring system uptime is critical to competitive advantage and customer retention.  Volume of outages, Mean time to Acknowledge and Mean Time to Resolve are three key performance indicators (KPIs) impacting system uptime. Machine Learning (ML) algorithms allow organizations to better staff and remediate impending problems by predicting these KPIs to ensure system reliability.	N
Making Gains by Going Digital (Cigna) (Repeat)	Friday, October 4, 2019 11:30 AM	Friday, October 4, 2019 11:45 AM	UTC-4	Technology Showcase Theater, OCCC Expo Hall WB4	Start Date: Friday, October 4, 2019 | Start Time: 11:30 AM | End Time: 11:45 AM | Location: Technology Showcase Theater, OCCC Expo Hall WB4	The Cigna Global Fitness Challenge has been running for the past 3 years, powered by a small team of talented developers. Users can sync their wearable devices or manually enter fitness events in order to track their progress, compete against each other, and earn points towards a charitable donation. The success of this project has made it the official fitness application for the worldwide Cigna population, as well as being licensed to several clients and customers.	N
CR109: Ageless Sisterhoods: Building Strong Intergenerational Relationships in the Workplace	Friday, October 4, 2019 11:30 AM	Friday, October 4, 2019 12:30 PM	UTC-4	Hyatt Plaza International Ballroom H	Audience Level: All | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Friday, October 4, 2019 | Start Time: 11:30 AM | End Time: 12:30 PM | Location: Hyatt Plaza International Ballroom H | Speakers: Elainie Solomon Kassa, Kasey Champion, Portia Smith, Kim Nguyen, Catherine Neasmith	In 2016 millennials surpassed generation X & baby boomers becoming the most populous workforce generation, but generation Z is not far behind. This panel brings together representatives from each generation: baby-boomer, X, millennial & Z to have an open, honest & empathetic discussion about what work means to us as women & how shared historical experiences have shaped the generations at large.	N
ET637: Near-Term Applications of Quantum Computers	Friday, October 4, 2019 11:45 AM	Friday, October 4, 2019 12:15 PM	UTC-4	OCCC W314A	Audience Level: Intermediate | Track: Emerging Technology | Focus Area: Quantum Computing | Start Date: Friday, October 4, 2019 | Start Time: 11:45 AM | End Time: 12:15 PM | Location: OCCC W314A | Speakers: Cihan Kurter, Tanvi Gujarati	In classical computation, when early technologies dominated the computational landscape, an exponential growth of computational power was achieved with the advent of the transistor. Rapid technological progress may provide a breakthrough in quantum technology to allow simulation of problems beyond the abilities of current classical devices. Applications of such quantum devices is our focus here.	N
AZ541: Disagree and Commit: Collaboration and Healthy Tension between Product Managers and Engineers	Friday, October 4, 2019 11:45 AM	Friday, October 4, 2019 12:15 PM	UTC-4	OCCC W222B	Audience Level: Beginning | Track: Products A to Z | Focus Area: Product Development | Start Date: Friday, October 4, 2019 | Start Time: 11:45 AM | End Time: 12:15 PM | Location: OCCC W222B | Speakers: Elise Georis, Nina Chen	Collaboration is critical for product development, but it can be one of the hardest parts of your job. In this talk, we'll demystify professional collaboration through real-world scenarios and tangible tips. Along the way, we'll dispel the misconception that disagreement is negative, and we'll provide a framework for channeling disagreement into productivity.	N
VR678: The Revolution of Spatial Computing:  Emerging Design Frontiers in VR/AR	Friday, October 4, 2019 11:45 AM	Friday, October 4, 2019 12:15 PM	UTC-4	OCCC W415A	Audience Level: Intermediate | Track: Virtual, Augmented, and Mixed Reality | Focus Area: Designing and Developing AR/VR/MR | Start Date: Friday, October 4, 2019 | Start Time: 11:45 AM | End Time: 12:15 PM | Location: OCCC W415A | Speakers: Alexandria Heston	As the technical feasibility of the VR/AR  industry continues to grow, so does its integration with Spatial Computing. However designing for this new medium can be vastly more difficult when you donâ€™t understand the road ahead. These new design frontiers are paramount in the advancement of immersive technologies: Object Integrity, Multi-user Experiences, and Content Flexibility and Accessibility.	N
AC115: The WiTNY Winternship: Addressing a Catch 22 in Closing the Gender Gap in Tech	Friday, October 4, 2019 11:45 AM	Friday, October 4, 2019 12:15 PM	UTC-4	Hyatt Regency Ballroom Q	Audience Level: All | Track: Academic | Start Date: Friday, October 4, 2019 | Start Time: 11:45 AM | End Time: 12:15 PM | Location: Hyatt Regency Ballroom Q | Speakers: Judith Spitz, Martha Delehanty	Summer internships are the single largest predictor of landing a great job upon graduation yet students from socio-economically challenged backgrounds are caught in a 'Catch 22'. Since they cannot afford to participate in 'unpaid' activities, they don't gain the experience needed to land their first 'paid' one. The Winternship creates a new door to opportunity when the traditional one is closed.	N
Professional Development Leadership Workshop:Technical Storytelling and Influential Communication-R	Friday, October 4, 2019 12:00 PM	Friday, October 4, 2019 2:00 PM	UTC-4	Hyatt Windermere Z	Audience Level: All | Track: Special Session | Start Date: Friday, October 4, 2019 | Start Time: 12:00 PM | End Time: 2:00 PM | Location: Hyatt Windermere Z | Speakers: Poornima Vijayashanker, Karen Catlin	Tired of having your best ideas get shot down or subtly ignored? The best leaders are skilled communicators. One of their secrets is storytelling, even for technical presentations. They also confidently describe a strategic vision for the future to gain support. In this master class, you’ll learn to reframe ideas into strategic visions and build support through technical storytelling.	N
CR318: Labor Force: Survive and Thrive Your Maternity at Work	Friday, October 4, 2019 12:00 PM	Friday, October 4, 2019 12:30 PM	UTC-4	Hyatt Regency Ballroom O	Audience Level: Mid-Career | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 12:00 PM | End Time: 12:30 PM | Location: Hyatt Regency Ballroom O | Speakers: Vivienne Wei	"""Labor Force"" celebrates women's strength during child delivery and recognizes the importance of women's participation in the labor force. The session will reveal unspoken truths about working motherhood and provide a blueprint to have a fulfilling career and a thriving family, based on interviews with C-level working moms. Women should never again worry about motherhood derailing their careers."	N
Luncheon Celebrating Systers Community	Friday, October 4, 2019 12:00 PM	Friday, October 4, 2019 1:30 PM	UTC-4	Hyatt Plaza International Ballroom D	Audience Level: All | Track: Lunches and Receptions | Start Date: Friday, October 4, 2019 | Start Time: 12:00 PM | End Time: 1:30 PM | Location: Hyatt Plaza International Ballroom D	Systers is the world’s largest online community of women technologists. The event gives Systers members the opportunity to connect in person, broaden their networks, celebrate their accomplishments, and offers new women a chance to join the community.	N
Abie Award Series: Advancing Neurotechnologies - From Building Circuits to Leading Clinical Trials	Friday, October 4, 2019 12:00 PM	Friday, October 4, 2019 1:00 PM	UTC-4	OCCC W300	Audience Level: All | Track: Abie Award Series | Start Date: Friday, October 4, 2019 | Start Time: 12:00 PM | End Time: 1:00 PM | Location: OCCC W300 | Speakers: Aysegul Gunduz	Disorders of the brain exemplify issues the world faces today that cannot be confined within disciplinary boundaries. Engineers and data scientists are highly sought in interdisciplinary teams to take on healthcare challenges and to advance neurotechnologies. This talk will describe the experiences of one electrical engineer, who leads clinical trials to improve neurotherapeutic systems.	N
CR221: The Non-Traditional Techie: Writing Your Way Into Tech	Friday, October 4, 2019 12:00 PM	Friday, October 4, 2019 12:30 PM	UTC-4	Hyatt Regency Ballroom V	Audience Level: Student | Track: Career | Focus Area: Career Management Mastery | Start Date: Friday, October 4, 2019 | Start Time: 12:00 PM | End Time: 12:30 PM | Location: Hyatt Regency Ballroom V | Speakers: Sam O'Dell, Caitlin Cronkhite	Technical writing is a perfect fit for anyone who enjoys writing as much as they enjoy tough technical challenges, but it often goes unmentioned as a career choice for students and workers in STEM. Come hear from two seasoned technical writers about this unique path into the tech industry that blends strong communication skills with technical aptitude. It might just be the right path for you!	N
Researchers Lunch	Friday, October 4, 2019 12:00 PM	Friday, October 4, 2019 1:30 PM	UTC-4	OCCC W208C	Audience Level: All | Track: Lunches and Receptions | Start Date: Friday, October 4, 2019 | Start Time: 12:00 PM | End Time: 1:30 PM | Location: OCCC W208C	This lunch brings together researchers from industry, labs and academia (graduate students and faculty). Come and meet your fellow researchers and connect, inspire and guide.	N
CR204: Demystifying Careers in Data Science	Friday, October 4, 2019 12:00 PM	Friday, October 4, 2019 1:00 PM	UTC-4	Hyatt Regency Ballroom R	Audience Level: Student | Track: Career | Focus Area: The Future of Work | Start Date: Friday, October 4, 2019 | Start Time: 12:00 PM | End Time: 1:00 PM | Location: Hyatt Regency Ballroom R | Speakers: Stephanie Yang, Geetu Ambwani, Tamar Shapiro, Anna Coenen	"Over the past several years, the explosive growth in demand for data scientists has led to confusion over titles and and roles, which have become inconsistent and ill-defined across the industry. This panel will discuss the relationship between industry and the phrase ""data science,"" including thoughts on how to navigate one's career as a data scientist in a field which is quickly changing."	N
CR111: Mental Illness in the Workplace: How to Have an Honest, Real Conversation	Friday, October 4, 2019 12:15 PM	Friday, October 4, 2019 1:15 PM	UTC-4	Hyatt Orlando Ballroom L	Audience Level: All | Track: Career | Focus Area: Inclusion and Cultural Awareness | Start Date: Friday, October 4, 2019 | Start Time: 12:15 PM | End Time: 1:15 PM | Location: Hyatt Orlando Ballroom L | Speakers: Caeley Looney, Nandita Gupta, Leslie Carr, Akshaya Aradhya, Amy Higgins	According to the National Institute of Mental Health, 1 in 5 adults in the U.S. experiences mental illness each year. And yet, the stigma of mental illness leaves us wondering: how do we talk about it? This panel gives employees and managers the conversational tools to discuss mental illness, ask for and give accommodations, and respond to mental health needs with support and compassion.	N
